user_score,publisher,title,critics_reviews_count,release_date,maturity_rating,metascore,platform,link,user_reviews_count,genre,genre_tags,developer
88,Virgin Interactive,Command & Conquer,5,1995-08-31,NA,94,PC,http://www.metacritic.com/game/pc/command-conquer,297,PC Strategy Games,Real-Time Strategy,Westwood Studios
87,Blizzard Entertainment,Diablo,12,1996-11-30,M,94,PC,http://www.metacritic.com/game/pc/diablo,636,PC Role-Playing Games,Action RPG,Blizzard Entertainment
58,EA Sports,Madden NFL 2001,13,2000-08-24,E,78,PC,http://www.metacritic.com/game/pc/madden-nfl-2001,5,PC Sports Games,Sim,EA Sports
NA,SouthPeak Games,BreakNeck,16,2000-06-21,E,76,PC,http://www.metacritic.com/game/pc/breakneck,NA,PC Racing Games,Arcade,Synetic
82,Atari,Falcon 4.0,10,1998-11-30,T,85,PC,http://www.metacritic.com/game/pc/falcon-40,22,PC Simulation Games,Modern Jet,Atari
65,Ripcord Games,Postal,7,1997-09-30,M,56,PC,http://www.metacritic.com/game/pc/postal,47,PC Third-Person Games,Other Shooters,Running With Scissors
73,Activision,Call to Power II,21,2000-11-15,E,72,PC,http://www.metacritic.com/game/pc/call-to-power-ii,12,PC Turn-Based Games,Historic,Activision
87,SSI,Close Combat: Invasion: Normandy,17,2000-10-10,E,79,PC,http://www.metacritic.com/game/pc/close-combat-invasion-normandy,25,PC Turn-Based Games,Turn-Based Strategy,Atomic Games
83,Blue Byte,Battle Isle: The Andosia War,11,2000-11-29,T,70,PC,http://www.metacritic.com/game/pc/battle-isle-the-andosia-war,6,PC Turn-Based Games,Sci-Fi,Cauldron Ltd.
NA,Global Star Software,Assimilation,4,2002-04-14,E,60,PC,http://www.metacritic.com/game/pc/assimilation,NA,PC Puzzle Games,Puzzle,Small Rockets
83,Interplay,Jagged Alliance 2: Unfinished Business,20,2000-11-30,T,64,PC,http://www.metacritic.com/game/pc/jagged-alliance-2-unfinished-business,34,PC Turn-Based Games,Turn-Based Strategy,Sir-Tech Software Inc.
88,LucasArts,Full Throttle,8,1995-04-30,NA,86,PC,http://www.metacritic.com/game/pc/full-throttle,90,PC Adventure Games,Adventure Games,LucasArts
84,Atari,Taz Wanted,5,2002-10-01,E,58,PC,http://www.metacritic.com/game/pc/taz-wanted,16,PC Platformer Games,3D,Blitz Games
63,Pulse Entertainment,Bad Mojo,10,1996-02-29,T,74,PC,http://www.metacritic.com/game/pc/bad-mojo,7,PC Adventure Games,General,Pulse Entertainment
76,Activision,Dark Reign 2,26,2000-06-30,T,77,PC,http://www.metacritic.com/game/pc/dark-reign-2,5,PC Real-Time Games,Sci-Fi,Pandemic Studios
NA,Activision,Over the Hedge,8,2006-05-09,E10+,65,PC,http://www.metacritic.com/game/pc/over-the-hedge,NA,PC Platformer Games,3D,Beenox
83,"Frozenbyte, Inc.",Trine 2,55,2011-12-07,E10+,84,PC,http://www.metacritic.com/game/pc/trine-2,549,PC Platformer Games,2D,"Frozenbyte, Inc."
83,Nicalis,Cave Story Plus,6,2011-11-22,E10+,83,PC,http://www.metacritic.com/game/pc/cave-story-plus,107,PC Platformer Games,2D,Nicalis
63,Q Games,PixelJunk Eden,4,2012-02-02,NA,81,PC,http://www.metacritic.com/game/pc/pixeljunk-eden,21,PC Platformer Games,2D,Q Games
79,Hitbox,Dustforce,35,2012-01-17,NA,79,PC,http://www.metacritic.com/game/pc/dustforce,86,PC Platformer Games,2D,Hitbox
79,indiePub,Vessel,26,2012-03-01,E,81,PC,http://www.metacritic.com/game/pc/vessel,91,PC Platformer Games,2D,Strange Loop Games
90,GT Interactive,Doom II,5,1994-09-30,M,83,PC,http://www.metacritic.com/game/pc/doom-ii,215,PC Action Games,Sci-Fi,id Software
88,Interplay,Descent II,6,1996-02-29,T,89,PC,http://www.metacritic.com/game/pc/descent-ii,34,PC Action Games,Sci-Fi,Parallax Software
88,GT Interactive,Duke Nukem 3D,8,1996-01-31,M,89,PC,http://www.metacritic.com/game/pc/duke-nukem-3d,260,PC Action Games,Sci-Fi,3D Realms
89,id Software,Quake,9,1996-06-22,M,94,PC,http://www.metacritic.com/game/pc/quake,417,PC Action Games,Sci-Fi,id Software
69,Sega,Sonic the Hedgehog 4: Episode II,5,2012-05-15,E,54,PC,http://www.metacritic.com/game/pc/sonic-the-hedgehog-4-episode-ii,52,PC Platformer Games,2D,TOSE
79,DrinkBox Studios,Tales From Space: Mutant Blobs Attack,5,2012-08-15,E10+,83,PC,http://www.metacritic.com/game/pc/tales-from-space-mutant-blobs-attack,29,PC Platformer Games,2D,DrinkBox Studios
90,GT Interactive,Blood,7,1997-05-31,M,82,PC,http://www.metacritic.com/game/pc/blood,72,PC Action Games,Modern,Monolith Productions
72,"Asterizm Co., Ltd",La-Mulana (Remake),9,2012-07-13,NA,80,PC,http://www.metacritic.com/game/pc/la-mulana-remake,57,PC Platformer Games,Platformers,Nigoro
73,Retro Affect,Snapshot,8,2012-08-30,E,74,PC,http://www.metacritic.com/game/pc/snapshot,18,PC Platformer Games,2D,Retro Affect
84,Ubisoft,Rayman Origins,11,2012-03-29,E10+,86,PC,http://www.metacritic.com/game/pc/rayman-origins,265,PC Platformer Games,2D,UBlart Montpellier
75,Spooky Squid Games,They Bleed Pixels,8,2012-08-29,NA,74,PC,http://www.metacritic.com/game/pc/they-bleed-pixels,68,PC Platformer Games,Platformers,Spooky Squid Games
47,Renegade Kid,Mutant Mudds,7,2012-08-30,NA,61,PC,http://www.metacritic.com/game/pc/mutant-mudds,7,PC Platformer Games,2D,Renegade Kid
81,Smudged Cat Games,Gateways,8,2012-09-13,NA,72,PC,http://www.metacritic.com/game/pc/gateways,14,PC Platformer Games,2D,Smudged Cat Games
93,AwesomeGamesStudio,Oozi: Earth Adventure,10,2012-09-16,NA,66,PC,http://www.metacritic.com/game/pc/oozi-earth-adventure,4,PC Platformer Games,Platformers,AwesomeGamesStudio
82,"Frozenbyte, Inc.",Trine 2: Goblin Menace,4,2012-09-06,E10+,79,PC,http://www.metacritic.com/game/pc/trine-2-goblin-menace,35,PC Platformer Games,2D,"Frozenbyte, Inc."
70,Data Realms,Cortex Command,7,2012-09-28,NA,44,PC,http://www.metacritic.com/game/pc/cortex-command,94,PC Platformer Games,2D,Data Realms
74,Sega,Hell Yeah! Wrath of the Dead Rabbit,7,2012-10-03,T,64,PC,http://www.metacritic.com/game/pc/hell-yeah!-wrath-of-the-dead-rabbit,59,PC Platformer Games,2D,Arkedo Studio
79,Microsoft Game Studios,Mark of the Ninja,14,2012-10-16,M,91,PC,http://www.metacritic.com/game/pc/mark-of-the-ninja,821,PC Platformer Games,2D,Klei Entertainment
74,Microsoft Game Studios,Deadlight,7,2012-10-25,M,78,PC,http://www.metacritic.com/game/pc/deadlight,426,PC Platformer Games,2D,Tequila Works
78,Black Forest Games,Giana Sisters: Twisted Dreams,21,2012-10-23,NA,77,PC,http://www.metacritic.com/game/pc/giana-sisters-twisted-dreams,146,PC Platformer Games,2D,Black Forest Games
81,Mike Bithell,Thomas Was Alone,17,2012-11-12,NA,77,PC,http://www.metacritic.com/game/pc/thomas-was-alone,277,PC Platformer Games,2D,Mike Bithell
80,Might and Delight,Pid,11,2012-10-31,E10+,63,PC,http://www.metacritic.com/game/pc/pid,51,PC Platformer Games,2D,Might and Delight
81,Curve Studios,Stealth Bastard Deluxe,10,2012-11-28,NA,80,PC,http://www.metacritic.com/game/pc/stealth-bastard-deluxe,48,PC Platformer Games,2D,Curve Studios
78,Warner Bros. Interactive Entertainment,Scribblenauts Unlimited,14,2012-11-20,E10+,75,PC,http://www.metacritic.com/game/pc/scribblenauts-unlimited,133,PC Platformer Games,2D,5TH Cell
54,Flying Turtle Software,A Walk in the Dark,4,2012-12-12,NA,67,PC,http://www.metacritic.com/game/pc/a-walk-in-the-dark,15,PC Platformer Games,Platformers,Flying Turtle Software
82,Adult Swim,Super House of Dead Ninjas,6,2013-02-18,NA,79,PC,http://www.metacritic.com/game/pc/super-house-of-dead-ninjas,30,PC Platformer Games,Platformers,Megadev
77,Tiger Style,Waking Mars,5,2012-12-13,NA,79,PC,http://www.metacritic.com/game/pc/waking-mars,55,PC Platformer Games,2D,Tiger Style
76,Sega,The Cave,21,2013-01-23,T,68,PC,http://www.metacritic.com/game/pc/the-cave,172,PC Platformer Games,2D,Double Fine Productions
81,Capcom,Street Fighter X Mega Man,11,2012-12-17,NA,71,PC,http://www.metacritic.com/game/pc/street-fighter-x-mega-man,36,PC Platformer Games,Platformers,Capcom
68,Allgraf,Darkout,13,2013-01-14,NA,55,PC,http://www.metacritic.com/game/pc/darkout,16,PC Platformer Games,Miscellaneous,Allgraf
37,Midway,The Ant Bully,10,2006-07-24,E10+,47,PC,http://www.metacritic.com/game/pc/the-ant-bully,6,PC Platformer Games,3D,Artificial Mind and Movement
81,Ubisoft,Open Season,4,2006-09-19,E10+,58,PC,http://www.metacritic.com/game/pc/open-season,15,PC Platformer Games,3D,Ubisoft
67,Activision,Spider-Man 3,16,2007-05-04,T,62,PC,http://www.metacritic.com/game/pc/spider-man-3,18,PC Platformer Games,3D,Beenox
62,THQ,WALL-E,6,2008-06-24,E,58,PC,http://www.metacritic.com/game/pc/wall-e,9,PC Platformer Games,3D,Heavy Iron Studios
79,Activision,DreamWorks Kung Fu Panda,11,2008-06-03,E10+,71,PC,http://www.metacritic.com/game/pc/dreamworks-kung-fu-panda,7,PC Platformer Games,3D,Beenox
80,Ubisoft,Rayman Raving Rabbids,6,2006-12-11,E,58,PC,http://www.metacritic.com/game/pc/rayman-raving-rabbids,23,PC Platformer Games,3D,Ubisoft Bulgaria
66,Eyebrow Interactive,Closure,8,2009-01-01,E,78,PC,http://www.metacritic.com/game/pc/closure,50,PC Platformer Games,2D,Eyebrow Interactive
70,Capcom,Bionic Commando Rearmed,15,2008-08-13,M,86,PC,http://www.metacritic.com/game/pc/bionic-commando-rearmed,69,PC Platformer Games,2D,GRIN
77,Twisted Pixel Games,The Maw,5,2009-03-09,E10+,75,PC,http://www.metacritic.com/game/pc/the-maw,20,PC Platformer Games,3D,Twisted Pixel Games
62,Broken Rules,And Yet It Moves,10,2009-04-02,E,75,PC,http://www.metacritic.com/game/pc/and-yet-it-moves,102,PC Platformer Games,2D,Broken Rules
51,LucasArts,Lucidity,14,2009-10-07,NA,59,PC,http://www.metacritic.com/game/pc/lucidity,15,PC Platformer Games,3D,NA
64,"EXTEND Interactive, LLC.",A.R.E.S. Extinction Agenda,6,2010-12-14,NA,68,PC,http://www.metacritic.com/game/pc/ares-extinction-agenda,43,PC Platformer Games,Platformers,"EXTEND Interactive, LLC."
81,Terry Cavanagh,VVVVVV,15,2010-01-11,NA,81,PC,http://www.metacritic.com/game/pc/vvvvvv,179,PC Platformer Games,2D,Terry Cavanagh
87,MumboJumbo,Braid,11,2010-01-26,E10+,90,PC,http://www.metacritic.com/game/pc/braid,657,PC Platformer Games,2D,Number None Inc.
80,Konami,Rocket Knight,4,2010-05-11,E10+,63,PC,http://www.metacritic.com/game/pc/rocket-knight,9,PC Platformer Games,2D,Climax Group
76,Muse Games,CreaVures,6,2011-02-23,RP,55,PC,http://www.metacritic.com/game/pc/creavures,8,PC Platformer Games,2D,Muse Games
57,The Games Company,Max & the Magic Marker,11,2010-02-08,E,71,PC,http://www.metacritic.com/game/pc/max-the-magic-marker,6,PC Platformer Games,2D,Press Play
72,Alientrap,CAPSIZED,19,2011-04-29,NA,80,PC,http://www.metacritic.com/game/pc/capsized,87,PC Platformer Games,2D,Alientrap
70,Secret Base,Tobe's Vertical Adventure,4,2011-07-18,NA,75,PC,http://www.metacritic.com/game/pc/tobes-vertical-adventure,9,PC Platformer Games,Platformers,Secret Base
83,Team Meat,Super Meat Boy,11,2011-04-05,T,87,PC,http://www.metacritic.com/game/pc/super-meat-boy,586,PC Platformer Games,2D,Team Meat
84,Re-Logic,Terraria,29,2011-05-16,T,83,PC,http://www.metacritic.com/game/pc/terraria,1275,PC Platformer Games,2D,Re-Logic
80,PLAYDEAD,LIMBO,22,2011-08-02,T,88,PC,http://www.metacritic.com/game/pc/limbo,1083,PC Platformer Games,2D,PLAYDEAD
68,tiny Build GAMES,No Time to Explain,8,2011-08-15,NA,54,PC,http://www.metacritic.com/game/pc/no-time-to-explain,38,PC Platformer Games,2D,tiny Build GAMES
76,Two Tribes,Edge,12,2011-08-11,NA,74,PC,http://www.metacritic.com/game/pc/edge,41,PC Platformer Games,Puzzle,"Two Tribes, Mobigame"
50,Hothead Games,The Baconing,9,2011-08-31,T,63,PC,http://www.metacritic.com/game/pc/the-baconing,20,PC Platformer Games,Platformers,Hothead Games
56,Uncanny,OIO The Game,5,2011-09-23,NA,75,PC,http://www.metacritic.com/game/pc/oio-the-game,7,PC Platformer Games,Platformers,Uncanny
83,franfistro,Unepic,5,2011-09-30,NA,68,PC,http://www.metacritic.com/game/pc/unepic,148,PC Platformer Games,2D,Francisco Tellez de Meneses
82,Sega,Sonic Generations,11,2011-11-03,E,77,PC,http://www.metacritic.com/game/pc/sonic-generations,258,PC Platformer Games,3D,Sega
90,Sierra Entertainment,Homeworld: Cataclysm,25,2000-09-07,E,89,PC,http://www.metacritic.com/game/pc/homeworld-cataclysm,52,PC Real-Time Games,Sci-Fi,Barking Dog
NA,TalonSoft,Dogs of War,15,2000-07-30,M,61,PC,http://www.metacritic.com/game/pc/dogs-of-war,NA,PC Real-Time Games,Sci-Fi,Silicon Dreams
80,Recoil Games,Rochard,16,2011-11-15,T,81,PC,http://www.metacritic.com/game/pc/rochard,98,PC Platformer Games,2D,Recoil Games
92,Microsoft Game Studios,Age of Empires II: The Conquerors Expansion,21,2000-08-24,T,88,PC,http://www.metacritic.com/game/pc/age-of-empires-ii-the-conquerors-expansion,243,PC Real-Time Games,Historic,Ensemble Studios
NA,Activision,Santa Fe Mysteries: The Elk Moon Murder,6,1996-06-30,NA,59,PC,http://www.metacritic.com/game/pc/santa-fe-mysteries-the-elk-moon-murder,NA,PC Adventure Games,Adventure Games,Activision
92,Electronic Arts,Command & Conquer: Red Alert 2,29,2000-10-21,T,84,PC,http://www.metacritic.com/game/pc/command-conquer-red-alert-2,247,PC Real-Time Games,Sci-Fi,Westwood Studios
89,SegaSoft,Obsidian,9,1996-12-31,K-A,85,PC,http://www.metacritic.com/game/pc/obsidian,11,PC Adventure Games,General,Rocket Science Games
79,Merit Studios,Harvester,8,1996-08-31,M,53,PC,http://www.metacritic.com/game/pc/harvester,23,PC Adventure Games,General,DigiFX Interactive
87,Virgin Interactive,Circle of Blood,9,1996-09-30,K-A,80,PC,http://www.metacritic.com/game/pc/circle-of-blood,16,PC Adventure Games,General,Revolution Software
NA,Infogrames,Zapper,6,2002-10-09,E,58,PC,http://www.metacritic.com/game/pc/zapper,NA,PC Platformer Games,3D,Blitz Games
89,Broderbund,The Last Express,8,1997-03-31,T,82,PC,http://www.metacritic.com/game/pc/the-last-express,45,PC Adventure Games,General,Smoking Car Productions
NA,Ubisoft,Dragon's Lair 3D: Return to the Lair,13,2002-11-17,T,61,PC,http://www.metacritic.com/game/pc/dragons-lair-3d-return-to-the-lair,NA,PC Platformer Games,3D,Dragonstone
NA,Strategy First,Rocko's Quest,4,2003-05-13,T,41,PC,http://www.metacritic.com/game/pc/rockos-quest,NA,PC Platformer Games,3D,Revistonic
84,Ubisoft,Rayman 3: Hoodlum Havoc,8,2003-03-24,E,74,PC,http://www.metacritic.com/game/pc/rayman-3-hoodlum-havoc,39,PC Platformer Games,3D,Ubisoft
66,EA Games,Bionicle,7,2003-10-31,E,52,PC,http://www.metacritic.com/game/pc/bionicle,9,PC Platformer Games,3D,Argonaut Games
76,Hip Games,Pac-Man World 2,4,2004-05-25,E,54,PC,http://www.metacritic.com/game/pc/pac-man-world-2,5,PC Platformer Games,3D,Namco
67,Activision,Shrek 2,8,2004-05-03,E,55,PC,http://www.metacritic.com/game/pc/shrek-2,10,PC Platformer Games,3D,KnowWonder
72,GarageGames,Gish,11,2004-09-17,T,80,PC,http://www.metacritic.com/game/pc/gish,51,PC Platformer Games,2D,Chronic Logic
65,Activision,Shark Tale,12,2004-09-27,E,63,PC,http://www.metacritic.com/game/pc/shark-tale,6,PC Platformer Games,3D,Amaze Entertainment
90,Aspyr,Pitfall: The Lost Expedition,9,2004-10-15,E,66,PC,http://www.metacritic.com/game/pc/pitfall-the-lost-expedition,11,PC Platformer Games,3D,Beenox
81,THQ,The SpongeBob SquarePants Movie,4,2004-10-27,E,67,PC,http://www.metacritic.com/game/pc/the-spongebob-squarepants-movie,14,PC Platformer Games,3D,Heavy Iron Studios
60,Activision,Lemony Snicket's A Series of Unfortunate Events,14,2004-11-10,E,64,PC,http://www.metacritic.com/game/pc/lemony-snickets-a-series-of-unfortunate-events,8,PC Platformer Games,3D,Activision
73,Activision,Madagascar,14,2005-05-24,E10+,73,PC,http://www.metacritic.com/game/pc/madagascar,7,PC Platformer Games,3D,Beenox
80,Sega,Sonic Heroes,7,2004-11-17,E,66,PC,http://www.metacritic.com/game/pc/sonic-heroes,35,PC Platformer Games,3D,Sonic Team
NA,THQ,The Incredibles: Rise of the Underminer,5,2005-10-24,E10+,65,PC,http://www.metacritic.com/game/pc/the-incredibles-rise-of-the-underminer,NA,PC Platformer Games,3D,Heavy Iron Studios
90,Majesco Games,Psychonauts,29,2005-04-26,T,87,PC,http://www.metacritic.com/game/pc/psychonauts,436,PC Platformer Games,3D,Double Fine Productions
NA,Buena Vista Games,Disney's Chicken Little,5,2005-11-02,E10+,71,PC,http://www.metacritic.com/game/pc/disneys-chicken-little,NA,PC Platformer Games,3D,Avalanche Software
67,Midway,"Ed, Edd n Eddy: The Mis-Edventures",4,2005-11-16,E,35,PC,http://www.metacritic.com/game/pc/ed-edd-n-eddy-the-mis-edventures,9,PC Platformer Games,3D,Artificial Mind and Movement
85,Namco,Pac-Man World 3,6,2005-12-08,E,74,PC,http://www.metacritic.com/game/pc/pac-man-world-3,4,PC Platformer Games,3D,Blitz Games
NA,Atari,Pac-Man All-Stars,8,2002-05-14,E,53,PC,http://www.metacritic.com/game/pc/pac-man-all-stars,NA,PC Puzzle Games,Puzzle,Creature Labs
69,Ubisoft,Worms Blast,12,2002-10-23,E,73,PC,http://www.metacritic.com/game/pc/worms-blast,9,PC Puzzle Games,Puzzle,Team 17
66,Klei Entertainment,Eets,8,2006-03-29,NA,81,PC,http://www.metacritic.com/game/pc/eets,28,PC Platformer Games,2D,Klei Entertainment
87,Ubisoft,Puzzle Pirates,10,2005-05-05,T,78,PC,http://www.metacritic.com/game/pc/puzzle-pirates,82,PC Puzzle Games,Puzzle,Three Rings
NA,Got Game Entertainment,Atlantis Quest,8,2006-04-06,E,60,PC,http://www.metacritic.com/game/pc/atlantis-quest,NA,PC Puzzle Games,Puzzle,TERMINAL Studio
82,Peter Stock,Armadillo Run,7,2006-04-22,NA,88,PC,http://www.metacritic.com/game/pc/armadillo-run,26,PC Puzzle Games,Puzzle,Peter Stock
NA,Tri Synergy,Glow Worm,6,2006-08-31,E,73,PC,http://www.metacritic.com/game/pc/glow-worm,NA,PC Puzzle Games,Puzzle,Flashbang Studios
73,The Adventure Company,Safecracker: The Ultimate Puzzle Adventure,16,2006-08-02,E,69,PC,http://www.metacritic.com/game/pc/safecracker-the-ultimate-puzzle-adventure,21,PC Puzzle Games,Puzzle,Kheops Studio
77,PopCap,Bookworm Adventures Deluxe,7,2006-12-20,E10+,82,PC,http://www.metacritic.com/game/pc/bookworm-adventures-deluxe,14,PC Puzzle Games,Puzzle,PopCap
83,D3Publisher,Puzzle Quest: Challenge of the Warlords,7,2007-10-10,E10+,84,PC,http://www.metacritic.com/game/pc/puzzle-quest-challenge-of-the-warlords,72,PC Puzzle Games,Puzzle,Infinite Interactive
NA,Tri Synergy,Ghost in the Sheet,4,2007-11-20,T,60,PC,http://www.metacritic.com/game/pc/ghost-in-the-sheet,NA,PC Puzzle Games,Puzzle,Tri Synergy
63,WildTangent,Lumines,4,2007-11-29,E,74,PC,http://www.metacritic.com/game/pc/lumines,25,PC Puzzle Games,Puzzle,Q Entertainment
69,Dejobaan Games,The Wonderful End of the World,6,2008-01-25,NA,69,PC,http://www.metacritic.com/game/pc/the-wonderful-end-of-the-world,30,PC Puzzle Games,Puzzle,Dejobaan Games
73,"Viva Media, LLC",Crazy Machines 2,12,2008-06-20,E,72,PC,http://www.metacritic.com/game/pc/crazy-machines-2,15,PC Puzzle Games,Puzzle,FAKT Software
73,Gamerizon,Quantz,4,2008-08-13,NA,67,PC,http://www.metacritic.com/game/pc/quantz,13,PC Puzzle Games,Puzzle,Gamerizon
72,InXile Entertainment,Line Rider 2: Unbound,6,2008-09-23,E,73,PC,http://www.metacritic.com/game/pc/line-rider-2-unbound,5,PC Puzzle Games,Puzzle,InXile Entertainment
71,SouthPeak Games,Roogoo,7,2008-06-30,E,72,PC,http://www.metacritic.com/game/pc/roogoo,14,PC Puzzle Games,Puzzle,SouthPeak Games
82,PopCap,Peggle Deluxe,9,2008-02-19,E,85,PC,http://www.metacritic.com/game/pc/peggle-deluxe,101,PC Puzzle Games,Puzzle,PopCap
73,PopCap,Bejeweled Twist,12,2008-10-27,E,78,PC,http://www.metacritic.com/game/pc/bejeweled-twist,11,PC Puzzle Games,Puzzle,PopCap
NA,Shrapnel Games,Combat Command 2: Danger Forward!,7,2000-12-17,NA,66,PC,http://www.metacritic.com/game/pc/combat-command-2-danger-forward!,NA,PC Turn-Based Games,Turn-Based Strategy,Boku Strategy Games
86,Take-Two Interactive,World of Goo,26,2008-10-21,E,90,PC,http://www.metacritic.com/game/pc/world-of-goo,499,PC Puzzle Games,Puzzle,2D Boy
84,PopCap,Peggle Nights,15,2009-03-26,E,76,PC,http://www.metacritic.com/game/pc/peggle-nights,18,PC Puzzle Games,Puzzle,PopCap
83,Pieces Interactive,Puzzlegeddon,11,2008-11-27,NA,74,PC,http://www.metacritic.com/game/pc/puzzlegeddon,6,PC Puzzle Games,Puzzle,Pieces Interactive
84,Titus Software,Worms World Party,8,2001-06-16,E,75,PC,http://www.metacritic.com/game/pc/worms-world-party,45,PC Turn-Based Games,Fantasy,Team 17
76,Petri Purho,Crayon Physics Deluxe,15,2009-01-07,E,79,PC,http://www.metacritic.com/game/pc/crayon-physics-deluxe,74,PC Puzzle Games,General,Petri Purho
69,D3Publisher,Puzzle Quest: Galactrix,31,2009-02-24,E10+,72,PC,http://www.metacritic.com/game/pc/puzzle-quest-galactrix,22,PC Puzzle Games,Puzzle,Infinite Interactive
NA,Take-Two Interactive,Divided Ground: Middle East Conflict,6,2001-07-26,E,61,PC,http://www.metacritic.com/game/pc/divided-ground-middle-east-conflict,NA,PC Turn-Based Games,Turn-Based Strategy,TalonSoft
87,Electronic Arts,Shogun: Total War Warlord Edition,7,2001-08-13,T,87,PC,http://www.metacritic.com/game/pc/shogun-total-war-warlord-edition,30,PC Turn-Based Games,Real-Time Strategy,Creative Assembly
87,Strategy First,Disciples II: Dark Prophecy,18,2002-01-22,T,84,PC,http://www.metacritic.com/game/pc/disciples-ii-dark-prophecy,70,PC Turn-Based Games,Turn-Based Strategy,Strategy First
39,DreamCatcher Interactive,SuperPower,7,2002-03-28,E,39,PC,http://www.metacritic.com/game/pc/superpower,11,PC Turn-Based Games,Other Strategy Games,GolemLabs
79,3DO,Heroes of Might and Magic IV: The Gathering Storm,9,2002-09-26,E,64,PC,http://www.metacritic.com/game/pc/heroes-of-might-and-magic-iv-the-gathering-storm,14,PC Turn-Based Games,Turn-Based Strategy,3DO
84,Infogrames,Sid Meier's Civilization III,24,2001-10-30,E,90,PC,http://www.metacritic.com/game/pc/sid-meiers-civilization-iii,191,PC Turn-Based Games,Historic,Firaxis Games
NA,Shrapnel Games,Space HoRSE,9,2002-08-01,NA,54,PC,http://www.metacritic.com/game/pc/space-horse,NA,PC Turn-Based Games,Turn-Based Strategy,Gilligames
88,Gathering,Age of Wonders II: The Wizard's Throne,20,2002-06-12,T,86,PC,http://www.metacritic.com/game/pc/age-of-wonders-ii-the-wizards-throne,36,PC Turn-Based Games,Fantasy,Triumph Studios
75,3DO,Heroes of Might and Magic IV,18,2002-03-29,E,84,PC,http://www.metacritic.com/game/pc/heroes-of-might-and-magic-iv,166,PC Turn-Based Games,Fantasy,New World Computing
66,Strategy First,Legion,14,2002-06-03,T,59,PC,http://www.metacritic.com/game/pc/legion,8,PC Turn-Based Games,Turn-Based Strategy,Slitherine
65,Infogrames,Civilization III: Play the World,11,2002-10-25,E,61,PC,http://www.metacritic.com/game/pc/civilization-iii-play-the-world,16,PC Turn-Based Games,Historic,Firaxis Games
79,3DO,Heroes of Might and Magic IV: Winds of War,11,2003-02-23,E,58,PC,http://www.metacritic.com/game/pc/heroes-of-might-and-magic-iv-winds-of-war,14,PC Turn-Based Games,Fantasy,3DO
83,Strategy First,Galactic Civilizations,18,2003-03-26,E,83,PC,http://www.metacritic.com/game/pc/galactic-civilizations,23,PC Turn-Based Games,Sci-Fi,Stardock
NA,Summitsoft Entertainment,Empire of Magic,10,2003-04-30,T,44,PC,http://www.metacritic.com/game/pc/empire-of-magic,NA,PC Turn-Based Games,Fantasy,Mayhem Studios
42,Atari,Master of Orion III,24,2003-02-25,T,64,PC,http://www.metacritic.com/game/pc/master-of-orion-iii,66,PC Turn-Based Games,Turn-Based Strategy,"Quicksilver Software, Inc"
85,Strategy First,Disciples II: Guardians of the Light,10,2003-06-14,T,72,PC,http://www.metacritic.com/game/pc/disciples-ii-guardians-of-the-light,13,PC Turn-Based Games,Turn-Based Strategy,Strategy First
85,Strategy First,Disciples II: Servants of the Dark,10,2003-06-30,T,65,PC,http://www.metacritic.com/game/pc/disciples-ii-servants-of-the-dark,12,PC Turn-Based Games,Turn-Based Strategy,Strategy First
70,cdv Software,Heaven & Hell (2003),12,2003-08-31,E,45,PC,http://www.metacritic.com/game/pc/heaven-hell-2003,4,PC Turn-Based Games,Turn-Based Strategy,MadCat Interactive Software
84,Gathering,Age of Wonders: Shadow Magic,22,2003-07-25,T,82,PC,http://www.metacritic.com/game/pc/age-of-wonders-shadow-magic,58,PC Turn-Based Games,Fantasy,Triumph Studios
82,Virgin Interactive,Broken Sword: The Smoking Mirror,11,1997-10-31,T,69,PC,http://www.metacritic.com/game/pc/broken-sword-the-smoking-mirror,58,PC Third-Person Games,Modern,Revolution Software
93,LucasArts,Grim Fandango,15,1998-09-30,T,94,PC,http://www.metacritic.com/game/pc/grim-fandango,364,PC Third-Person Games,Fantasy,LucasArts
83,Interplay,MDK2,23,2000-05-31,T,83,PC,http://www.metacritic.com/game/pc/mdk2,42,PC Third-Person Games,Other Shooters,BioWare
79,Gathering,Heavy Metal: F.A.K.K. 2,27,2000-08-06,M,78,PC,http://www.metacritic.com/game/pc/heavy-metal-fakk-2,19,PC Third-Person Games,Other Shooters,Ritual Entertainment
80,Simon & Schuster,Star Trek: Deep Space Nine: The Fallen,23,2000-11-15,T,81,PC,http://www.metacritic.com/game/pc/star-trek-deep-space-nine-the-fallen,11,PC Third-Person Games,Other Shooters,Double Helix Games
82,LucasArts,Escape from Monkey Island,32,2000-11-08,T,86,PC,http://www.metacritic.com/game/pc/escape-from-monkey-island,67,PC Third-Person Games,Fantasy,LucasArts
70,Acclaim,Fur Fighters,4,2000-11-24,T,74,PC,http://www.metacritic.com/game/pc/fur-fighters,5,PC Third-Person Games,Fantasy,Bizarre Creations
89,Funcom,The Longest Journey,26,2000-11-16,M,91,PC,http://www.metacritic.com/game/pc/the-longest-journey,327,PC Third-Person Games,Fantasy,Funcom
89,Interplay,Giants: Citizen Kabuto,27,2000-12-06,M,85,PC,http://www.metacritic.com/game/pc/giants-citizen-kabuto,54,PC Third-Person Games,Other Shooters,Planet Moon Studios
